stage,match_date,team_a,team_b,team_a_score,team_b_score,competition,id
Semifinals ,2018-08-22,Dubai , La Indiana,11 , 12,12,379
Semifinals ,2018-08-24,Dubai , Dos Lunas A&G Banca Privada,18 , 11,12,380
Semifinals ,2018-08-25,Bardon , Lechuza Caracas,4 , 6,12,381
Semifinals ,2018-08-28,Lechuza Caracas , Dubai,10 , 9,12,382
Semifinals ,2018-08-28,La Indiana , Bardon,13 , 9,12,383
Semifinals ,2018-08-31,Lechuza Caracas , La Indiana,8 , 13,12,384
Finals,2018-08-13,Bardon , Dubai,6 , 9,12,385
Finals,2018-08-14,La Indiana , Dos Lunas A&G Banca Privada,15 , 10,12,386
Finals,2018-08-15,Lechuza Caracas , Dubai,12 , 9,12,387
Finals,2018-08-16,La Indiana , Bardon,12 , 11,12,388
Finals,2018-08-18,Dos Lunas A&G Banca Privada , Bardon,7 , 9,12,389
Finals,2018-08-19,Lechuza Caracas , La Indiana,11 , 12,12,390
Finals,2018-08-21,Dos Lunas A&G Banca Privada , Lechuza Caracas,9 , 11,12,391
Finals,2018-08-22,Dubai , La Indiana,11 , 12,12,392
Finals,2018-08-24,Dubai , Dos Lunas A&G Banca Privada,18 , 11,12,393
Finals,2018-08-25,Bardon , Lechuza Caracas,4 , 6,12,394
Finals,2018-08-28,Lechuza Caracas , Dubai,10 , 9,12,395
Finals,2018-08-28,La Indiana , Bardon,13 , 9,12,396
Finals,2018-08-31,Lechuza Caracas , La Indiana,8 , 13,12,397
Qualy,2018-08-04,In The Wings , Barrière,12 , 7.5,13,398
Qualy,2018-08-05,Talandracas , Guapos Malditos,13 , 8,13,399
Qualy,2018-08-07,Barrière , Guapos Malditos,4.5 , 8,13,400
Qualy,2018-08-08,In The Wings , Talandracas,10 , 8,13,401
Qualy,2018-08-10,Barrière , Talandracas,6 , 10,13,402
Qualy,2018-08-10,In The Wings , Guapos Malditos,9 , 5,13,403
Qualy,2018-08-12,Barrière , Guapos Malditos,11 , 6,13,404
Qualy,2018-08-12,In The Wings , Talandracas,7 , 6,13,405
Subsidiary Final,2018-08-04,In The Wings , Barrière,12 , 7.5,13,406
Subsidiary Final,2018-08-05,Talandracas , Guapos Malditos,13 , 8,13,407
Subsidiary Final,2018-08-07,Barrière , Guapos Malditos,4.5 , 8,13,408
Subsidiary Final,2018-08-08,In The Wings , Talandracas,10 , 8,13,409
Subsidiary Final,2018-08-10,Barrière , Talandracas,6 , 10,13,410
Subsidiary Final,2018-08-10,In The Wings , Guapos Malditos,9 , 5,13,411
Subsidiary Final,2018-08-12,Barrière , Guapos Malditos,11 , 6,13,412
Subsidiary Final,2018-08-12,In The Wings , Talandracas,7 , 6,13,413
Finals,2018-08-04,In The Wings , Barrière,12 , 7.5,13,414
Finals,2018-08-05,Talandracas , Guapos Malditos,13 , 8,13,415
Finals,2018-08-07,Barrière , Guapos Malditos,4.5 , 8,13,416
Finals,2018-08-08,In The Wings , Talandracas,10 , 8,13,417
Finals,2018-08-10,Barrière , Talandracas,6 , 10,13,418
Finals,2018-08-10,In The Wings , Guapos Malditos,9 , 5,13,419
Finals,2018-08-12,Barrière , Guapos Malditos,11 , 6,13,420
Finals,2018-08-12,In The Wings , Talandracas,7 , 6,13,421
Qualy,2018-08-08,MCDONALD’S POLO TEAM , BROK CAFE,2 , 7,14,422
Qualy,2018-08-08,LE GARAGE , CHARLO,4 , 8,14,423
Qualy,2018-08-09,FOLIE DOUCE BY BARRIÈRE , BROK CAFE,3 , 6,14,424
Qualy,2018-08-09,LE GARAGE , LE DRAKKAR,5 , 2,14,425
Qualy,2018-08-10,MCDONALD’S POLO TEAM , FOLIE DOUCE BY BARRIÈRE,4 , 5,14,426
Qualy,2018-08-10,CHARLO , LE DRAKKAR,7 , 5,14,427
Qualy,2018-08-11,MCDONALD’S POLO TEAM , LE DRAKKAR,4 , 7,14,428
Qualy,2018-08-11,LE GARAGE , FOLIE DOUCE BY BARRIÈRE,2 , 3.5,14,429
Qualy,2018-08-11,CHARLO , BROK CAFE,2 , 5,14,430
Finals,2018-08-08,MCDONALD’S POLO TEAM , BROK CAFE,2 , 7,14,431
Finals,2018-08-08,LE GARAGE , CHARLO,4 , 8,14,432
Finals,2018-08-09,FOLIE DOUCE BY BARRIÈRE , BROK CAFE,3 , 6,14,433
Finals,2018-08-09,LE GARAGE , LE DRAKKAR,5 , 2,14,434
Finals,2018-08-10,MCDONALD’S POLO TEAM , FOLIE DOUCE BY BARRIÈRE,4 , 5,14,435
Finals,2018-08-10,CHARLO , LE DRAKKAR,7 , 5,14,436
Finals,2018-08-11,MCDONALD’S POLO TEAM , LE DRAKKAR,4 , 7,14,437
Finals,2018-08-11,LE GARAGE , FOLIE DOUCE BY BARRIÈRE,2 , 3.5,14,438
Finals,2018-08-11,CHARLO , BROK CAFE,2 , 5,14,439
Qualy,2018-08-06,Brunei , La Isla,7 , 6.5,15,440
Qualy,2018-08-06,Sotoisola , La Esperanza,10 , 8,15,441
Qualy,2018-08-08,Sotoisola , La Isla,11 , 5.5,15,442
Qualy,2018-08-08,Aguilas , Brunei,11 , 10,15,443
Qualy,2018-08-10,Aguilas , Sotoisola,9 , 8,15,444
Qualy,2018-08-10,La Esperanza , La Isla,9 , 8.5,15,445
Qualy,2018-08-12,La Esperanza , Aguilas,7 , 8,15,446
Qualy,2018-08-12,Brunei , Sotoisola,12 , 10,15,447
Qualy,2018-08-14,Brunei , La Esperanza,6 , 8,15,448
Qualy,2018-08-14,La Isla , Aguilas,6 , 7,15,449
Qualy,2018-08-16,Sotoisola , Brunei,6.5 , 6,15,450
Qualy,2018-08-16,Aguilas , La Esperanza,8 , 9,15,451
Subsidiary Final,2018-08-06,Brunei , La Isla,7 , 6.5,15,452
Subsidiary Final,2018-08-06,Sotoisola , La Esperanza,10 , 8,15,453
Subsidiary Final,2018-08-08,Sotoisola , La Isla,11 , 5.5,15,454
Subsidiary Final,2018-08-08,Aguilas , Brunei,11 , 10,15,455
Subsidiary Final,2018-08-10,Aguilas , Sotoisola,9 , 8,15,456
Subsidiary Final,2018-08-10,La Esperanza , La Isla,9 , 8.5,15,457
Subsidiary Final,2018-08-12,La Esperanza , Aguilas,7 , 8,15,458
Subsidiary Final,2018-08-12,Brunei , Sotoisola,12 , 10,15,459
Subsidiary Final,2018-08-14,Brunei , La Esperanza,6 , 8,15,460
Subsidiary Final,2018-08-14,La Isla , Aguilas,6 , 7,15,461
Subsidiary Final,2018-08-16,Sotoisola , Brunei,6.5 , 6,15,462
Subsidiary Final,2018-08-16,Aguilas , La Esperanza,8 , 9,15,463
Final,2018-08-06,Brunei , La Isla,7 , 6.5,15,464
Final,2018-08-06,Sotoisola , La Esperanza,10 , 8,15,465
Final,2018-08-08,Sotoisola , La Isla,11 , 5.5,15,466
Final,2018-08-08,Aguilas , Brunei,11 , 10,15,467
Final,2018-08-10,Aguilas , Sotoisola,9 , 8,15,468
Final,2018-08-10,La Esperanza , La Isla,9 , 8.5,15,469
Final,2018-08-12,La Esperanza , Aguilas,7 , 8,15,470
Final,2018-08-12,Brunei , Sotoisola,12 , 10,15,471
Final,2018-08-14,Brunei , La Esperanza,6 , 8,15,472
Final,2018-08-14,La Isla , Aguilas,6 , 7,15,473
Final,2018-08-16,Sotoisola , Brunei,6.5 , 6,15,474
Final,2018-08-16,Aguilas , La Esperanza,8 , 9,15,475
Qualy,2018-08-05,Royal Salute , Sainte Mesme,9 , 12,16,476
Qualy,2018-08-05,Ayala , Brunei,10 , 9,16,477
Qualy,2018-08-05,Cotton House , Marques Riscal,9 , 6,16,478
Qualy,2018-08-06,Jolly Roger , Golden Goose,11 , 15,16,479
Qualy,2018-08-07,Cotton House , Brunei,9 , 13,16,480
Qualy,2018-08-07,Ayala , Marques Riscal,12 , 9,16,481
Qualy,2018-08-08,Jolly Roger , Sainte Mesme,8 , 16,16,482
Qualy,2018-08-08,Royal Salute , Golden Goose,9 , 13,16,483
Qualy,2018-08-10,Cotton House , Ayala,7 , 12,16,484
Qualy,2018-08-10,Brunei , Marques Riscal,9 , 8,16,485
Qualy,2018-08-12,Jolly Roger , Royal Salute,10 , 9,16,486
Qualy,2018-08-12,Sainte Mesme , Golden Goose,10 , 6,16,487
Qualy,2018-08-14,Cotton House , Royal Salute,12 , 8,16,488
Qualy,2018-08-14,Marques Riscal , Jolly Roger,14 , 17,16,489
Qualy,2018-08-15,Ayala , Golden Goose,15 , 9,16,490
Qualy,2018-08-15,Brunei , Sainte Mesme,14 , 15,16,491
Qualy,2018-08-17,Jolly Roger , Cotton House,8 , 11,16,492
Qualy,2018-08-17,Ayala , Sainte Mesme,16 , 10,16,493
Semifinals Subsidiary,2018-08-05,Royal Salute , Sainte Mesme,9 , 12,16,494
Semifinals Subsidiary,2018-08-05,Ayala , Brunei,10 , 9,16,495
Semifinals Subsidiary,2018-08-05,Cotton House , Marques Riscal,9 , 6,16,496
Semifinals Subsidiary,2018-08-06,Jolly Roger , Golden Goose,11 , 15,16,497
Semifinals Subsidiary,2018-08-07,Cotton House , Brunei,9 , 13,16,498
Semifinals Subsidiary,2018-08-07,Ayala , Marques Riscal,12 , 9,16,499
Semifinals Subsidiary,2018-08-08,Jolly Roger , Sainte Mesme,8 , 16,16,500
Semifinals Subsidiary,2018-08-08,Royal Salute , Golden Goose,9 , 13,16,501
Semifinals Subsidiary,2018-08-10,Cotton House , Ayala,7 , 12,16,502
Semifinals Subsidiary,2018-08-10,Brunei , Marques Riscal,9 , 8,16,503
Semifinals Subsidiary,2018-08-12,Jolly Roger , Royal Salute,10 , 9,16,504
Semifinals Subsidiary,2018-08-12,Sainte Mesme , Golden Goose,10 , 6,16,505
Semifinals Subsidiary,2018-08-14,Cotton House , Royal Salute,12 , 8,16,506
Semifinals Subsidiary,2018-08-14,Marques Riscal , Jolly Roger,14 , 17,16,507
Semifinals Subsidiary,2018-08-15,Ayala , Golden Goose,15 , 9,16,508
Semifinals Subsidiary,2018-08-15,Brunei , Sainte Mesme,14 , 15,16,509
Semifinals Subsidiary,2018-08-17,Jolly Roger , Cotton House,8 , 11,16,510
Semifinals Subsidiary,2018-08-17,Ayala , Sainte Mesme,16 , 10,16,511
Semifinals,2018-08-05,Royal Salute , Sainte Mesme,9 , 12,16,512
Semifinals,2018-08-05,Ayala , Brunei,10 , 9,16,513
Semifinals,2018-08-05,Cotton House , Marques Riscal,9 , 6,16,514
Semifinals,2018-08-06,Jolly Roger , Golden Goose,11 , 15,16,515
Semifinals,2018-08-07,Cotton House , Brunei,9 , 13,16,516
Semifinals,2018-08-07,Ayala , Marques Riscal,12 , 9,16,517
Semifinals,2018-08-08,Jolly Roger , Sainte Mesme,8 , 16,16,518
Semifinals,2018-08-08,Royal Salute , Golden Goose,9 , 13,16,519
Semifinals,2018-08-10,Cotton House , Ayala,7 , 12,16,520
Semifinals,2018-08-10,Brunei , Marques Riscal,9 , 8,16,521
Semifinals,2018-08-12,Jolly Roger , Royal Salute,10 , 9,16,522
Semifinals,2018-08-12,Sainte Mesme , Golden Goose,10 , 6,16,523
Semifinals,2018-08-14,Cotton House , Royal Salute,12 , 8,16,524
Semifinals,2018-08-14,Marques Riscal , Jolly Roger,14 , 17,16,525
Semifinals,2018-08-15,Ayala , Golden Goose,15 , 9,16,526
Semifinals,2018-08-15,Brunei , Sainte Mesme,14 , 15,16,527
Semifinals,2018-08-17,Jolly Roger , Cotton House,8 , 11,16,528
Semifinals,2018-08-17,Ayala , Sainte Mesme,16 , 10,16,529
Subsidiary Final,2018-08-05,Royal Salute , Sainte Mesme,9 , 12,16,530
Subsidiary Final,2018-08-05,Ayala , Brunei,10 , 9,16,531
Subsidiary Final,2018-08-05,Cotton House , Marques Riscal,9 , 6,16,532
Subsidiary Final,2018-08-06,Jolly Roger , Golden Goose,11 , 15,16,533
Subsidiary Final,2018-08-07,Cotton House , Brunei,9 , 13,16,534
Subsidiary Final,2018-08-07,Ayala , Marques Riscal,12 , 9,16,535
Subsidiary Final,2018-08-08,Jolly Roger , Sainte Mesme,8 , 16,16,536
Subsidiary Final,2018-08-08,Royal Salute , Golden Goose,9 , 13,16,537
Subsidiary Final,2018-08-10,Cotton House , Ayala,7 , 12,16,538
Subsidiary Final,2018-08-10,Brunei , Marques Riscal,9 , 8,16,539
Subsidiary Final,2018-08-12,Jolly Roger , Royal Salute,10 , 9,16,540
Subsidiary Final,2018-08-12,Sainte Mesme , Golden Goose,10 , 6,16,541
Subsidiary Final,2018-08-14,Cotton House , Royal Salute,12 , 8,16,542
Subsidiary Final,2018-08-14,Marques Riscal , Jolly Roger,14 , 17,16,543
Subsidiary Final,2018-08-15,Ayala , Golden Goose,15 , 9,16,544
Subsidiary Final,2018-08-15,Brunei , Sainte Mesme,14 , 15,16,545
Subsidiary Final,2018-08-17,Jolly Roger , Cotton House,8 , 11,16,546
Subsidiary Final,2018-08-17,Ayala , Sainte Mesme,16 , 10,16,547
Final,2018-08-05,Royal Salute , Sainte Mesme,9 , 12,16,548
Final,2018-08-05,Ayala , Brunei,10 , 9,16,549
Final,2018-08-05,Cotton House , Marques Riscal,9 , 6,16,550
Final,2018-08-06,Jolly Roger , Golden Goose,11 , 15,16,551
Final,2018-08-07,Cotton House , Brunei,9 , 13,16,552
Final,2018-08-07,Ayala , Marques Riscal,12 , 9,16,553
Final,2018-08-08,Jolly Roger , Sainte Mesme,8 , 16,16,554
Final,2018-08-08,Royal Salute , Golden Goose,9 , 13,16,555
Final,2018-08-10,Cotton House , Ayala,7 , 12,16,556
Final,2018-08-10,Brunei , Marques Riscal,9 , 8,16,557
Final,2018-08-12,Jolly Roger , Royal Salute,10 , 9,16,558
Final,2018-08-12,Sainte Mesme , Golden Goose,10 , 6,16,559
Final,2018-08-14,Cotton House , Royal Salute,12 , 8,16,560
Final,2018-08-14,Marques Riscal , Jolly Roger,14 , 17,16,561
Final,2018-08-15,Ayala , Golden Goose,15 , 9,16,562
Final,2018-08-15,Brunei , Sainte Mesme,14 , 15,16,563
Final,2018-08-17,Jolly Roger , Cotton House,8 , 11,16,564
Final,2018-08-17,Ayala , Sainte Mesme,16 , 10,16,565
Qualy,2018-08-02,Dark Ice , Saint-Tropez Polo Team,9.5 , 5,17,566
Qualy,2018-08-03,Berlinosos , Los Nocheros,8 , 5,17,567
Qualy,2018-08-03,Battistoni , La Magdeleine,8 , 4,17,568
Qualy,2018-08-05,Berlinosos , La Magdeleine,9 , 5,17,569
Qualy,2018-08-05,Dark Ice , Los Nocheros,4.5 , 8,17,570
Qualy,2018-08-05,Battistoni , Saint-Tropez Polo Team,7 , 4,17,571
Qualy,2018-08-07,Berlinosos , Saint-Tropez Polo Team,7 , 4.5,17,572
Qualy,2018-08-07,Dark Ice , La Magdeleine,7.5 , 4,17,573
Qualy,2018-08-08,Battistoni , Los Nocheros,4 , 8,17,574
Qualy,2018-08-10,Dark Ice , Berlinosos,6 , 7,17,575
Qualy,2018-08-10,Battistoni , Los Nocheros,6 , 7,17,576
Qualy,2018-08-11,Saint-Tropez Polo Team , La Magdeleine,4 , 10,17,577
Qualy,2018-08-12,Berlinosos , Los Nocheros,7 , 6,17,578
Semifinals,2018-08-02,Dark Ice , Saint-Tropez Polo Team,9.5 , 5,17,579
Semifinals,2018-08-03,Berlinosos , Los Nocheros,8 , 5,17,580
Semifinals,2018-08-03,Battistoni , La Magdeleine,8 , 4,17,581
Semifinals,2018-08-05,Berlinosos , La Magdeleine,9 , 5,17,582
Semifinals,2018-08-05,Dark Ice , Los Nocheros,4.5 , 8,17,583
Semifinals,2018-08-05,Battistoni , Saint-Tropez Polo Team,7 , 4,17,584
Semifinals,2018-08-07,Berlinosos , Saint-Tropez Polo Team,7 , 4.5,17,585
Semifinals,2018-08-07,Dark Ice , La Magdeleine,7.5 , 4,17,586
Semifinals,2018-08-08,Battistoni , Los Nocheros,4 , 8,17,587
Semifinals,2018-08-10,Dark Ice , Berlinosos,6 , 7,17,588
Semifinals,2018-08-10,Battistoni , Los Nocheros,6 , 7,17,589
Semifinals,2018-08-11,Saint-Tropez Polo Team , La Magdeleine,4 , 10,17,590
Semifinals,2018-08-12,Berlinosos , Los Nocheros,7 , 6,17,591
5th Place,2018-08-02,Dark Ice , Saint-Tropez Polo Team,9.5 , 5,17,592
5th Place,2018-08-03,Berlinosos , Los Nocheros,8 , 5,17,593
5th Place,2018-08-03,Battistoni , La Magdeleine,8 , 4,17,594
5th Place,2018-08-05,Berlinosos , La Magdeleine,9 , 5,17,595
5th Place,2018-08-05,Dark Ice , Los Nocheros,4.5 , 8,17,596
5th Place,2018-08-05,Battistoni , Saint-Tropez Polo Team,7 , 4,17,597
5th Place,2018-08-07,Berlinosos , Saint-Tropez Polo Team,7 , 4.5,17,598
5th Place,2018-08-07,Dark Ice , La Magdeleine,7.5 , 4,17,599
5th Place,2018-08-08,Battistoni , Los Nocheros,4 , 8,17,600
5th Place,2018-08-10,Dark Ice , Berlinosos,6 , 7,17,601
5th Place,2018-08-10,Battistoni , Los Nocheros,6 , 7,17,602
5th Place,2018-08-11,Saint-Tropez Polo Team , La Magdeleine,4 , 10,17,603
5th Place,2018-08-12,Berlinosos , Los Nocheros,7 , 6,17,604
Final,2018-08-02,Dark Ice , Saint-Tropez Polo Team,9.5 , 5,17,605
Final,2018-08-03,Berlinosos , Los Nocheros,8 , 5,17,606
Final,2018-08-03,Battistoni , La Magdeleine,8 , 4,17,607
Final,2018-08-05,Berlinosos , La Magdeleine,9 , 5,17,608
Final,2018-08-05,Dark Ice , Los Nocheros,4.5 , 8,17,609
Final,2018-08-05,Battistoni , Saint-Tropez Polo Team,7 , 4,17,610
Final,2018-08-07,Berlinosos , Saint-Tropez Polo Team,7 , 4.5,17,611
Final,2018-08-07,Dark Ice , La Magdeleine,7.5 , 4,17,612
Final,2018-08-08,Battistoni , Los Nocheros,4 , 8,17,613
Final,2018-08-10,Dark Ice , Berlinosos,6 , 7,17,614
Final,2018-08-10,Battistoni , Los Nocheros,6 , 7,17,615
Final,2018-08-11,Saint-Tropez Polo Team , La Magdeleine,4 , 10,17,616
Final,2018-08-12,Berlinosos , Los Nocheros,7 , 6,17,617
Qualy,2018-08-03,Las Plantas , Chateau D’Aulne,11 , 8,18,618
Qualy,2018-08-04,La Bien Mirada , Sagax,11 , 8.5,18,619
Qualy,2018-08-05,Amanara , BP Polo,9 , 4.5,18,620
Qualy,2018-08-06,La Bien Mirada , Chateau D’Aulne,9.5 , 11,18,621
Qualy,2018-08-07,Amanara , Sagax,4 , 6.5,18,622
Qualy,2018-08-08,La Bien Mirada , BP Polo,10 , 6.5,18,623
Qualy,2018-08-08,Amanara , Chateau D’Aulne,5.5 , 9,18,624
Qualy,2018-08-08,Las Plantas , Sagax,7 , 6.5,18,625
Qualy,2018-08-10,La Bien Mirada , Chateau D’Aulne,11.5 , 7,18,626
Qualy,2018-08-10,Las Plantas , Sagax,8 , 6.5,18,627
Qualy,2018-08-11,Amanara , BP Polo,7 , 4.5,18,628
Qualy,2018-08-12,Las Plantas , La Bien Mirada,11 , 10.5,18,629
Semifinals,2018-08-03,Las Plantas , Chateau D’Aulne,11 , 8,18,630
Semifinals,2018-08-04,La Bien Mirada , Sagax,11 , 8.5,18,631
Semifinals,2018-08-05,Amanara , BP Polo,9 , 4.5,18,632
Semifinals,2018-08-06,La Bien Mirada , Chateau D’Aulne,9.5 , 11,18,633
Semifinals,2018-08-07,Amanara , Sagax,4 , 6.5,18,634
Semifinals,2018-08-08,La Bien Mirada , BP Polo,10 , 6.5,18,635
Semifinals,2018-08-08,Amanara , Chateau D’Aulne,5.5 , 9,18,636
Semifinals,2018-08-08,Las Plantas , Sagax,7 , 6.5,18,637
Semifinals,2018-08-10,La Bien Mirada , Chateau D’Aulne,11.5 , 7,18,638
Semifinals,2018-08-10,Las Plantas , Sagax,8 , 6.5,18,639
Semifinals,2018-08-11,Amanara , BP Polo,7 , 4.5,18,640
Semifinals,2018-08-12,Las Plantas , La Bien Mirada,11 , 10.5,18,641
5th Place,2018-08-03,Las Plantas , Chateau D’Aulne,11 , 8,18,642
5th Place,2018-08-04,La Bien Mirada , Sagax,11 , 8.5,18,643
5th Place,2018-08-05,Amanara , BP Polo,9 , 4.5,18,644
5th Place,2018-08-06,La Bien Mirada , Chateau D’Aulne,9.5 , 11,18,645
5th Place,2018-08-07,Amanara , Sagax,4 , 6.5,18,646
5th Place,2018-08-08,La Bien Mirada , BP Polo,10 , 6.5,18,647
5th Place,2018-08-08,Amanara , Chateau D’Aulne,5.5 , 9,18,648
5th Place,2018-08-08,Las Plantas , Sagax,7 , 6.5,18,649
5th Place,2018-08-10,La Bien Mirada , Chateau D’Aulne,11.5 , 7,18,650
5th Place,2018-08-10,Las Plantas , Sagax,8 , 6.5,18,651
5th Place,2018-08-11,Amanara , BP Polo,7 , 4.5,18,652
5th Place,2018-08-12,Las Plantas , La Bien Mirada,11 , 10.5,18,653
Final,2018-08-03,Las Plantas , Chateau D’Aulne,11 , 8,18,654
Final,2018-08-04,La Bien Mirada , Sagax,11 , 8.5,18,655
Final,2018-08-05,Amanara , BP Polo,9 , 4.5,18,656
Final,2018-08-06,La Bien Mirada , Chateau D’Aulne,9.5 , 11,18,657
Final,2018-08-07,Amanara , Sagax,4 , 6.5,18,658
Final,2018-08-08,La Bien Mirada , BP Polo,10 , 6.5,18,659
Final,2018-08-08,Amanara , Chateau D’Aulne,5.5 , 9,18,660
Final,2018-08-08,Las Plantas , Sagax,7 , 6.5,18,661
Final,2018-08-10,La Bien Mirada , Chateau D’Aulne,11.5 , 7,18,662
Final,2018-08-10,Las Plantas , Sagax,8 , 6.5,18,663
Final,2018-08-11,Amanara , BP Polo,7 , 4.5,18,664
Final,2018-08-12,Las Plantas , La Bien Mirada,11 , 10.5,18,665
Qualy,2018-07-31,Dos Lunas A&G Banca Privada , Dubai,12 , 16,19,666
Qualy,2018-08-01,Lechuza Caracas , Bardon,13 , 9,19,667
Qualy,2018-08-02,La Indiana , Dubai,10 , 11,19,668
Qualy,2018-08-03,Dos Lunas A&G Banca Privada , Lechuza Caracas,11 , 15,19,669
Qualy,2018-08-04,La Indiana , Bardon,11 , 8,19,670
Qualy,2018-08-06,Bardon , Dos Lunas A&G Banca Privada,18 , 13,19,671
Qualy,2018-08-09,Dubai , La Indiana,12 , 14,19,672
Qualy,2018-08-09,Lechuza Caracas , Bardon,12 , 10,19,673
Qualy,2018-08-11,La Indiana , Lechuza Caracas,6 , 10,19,674
Mini Quarters,2018-07-31,Dos Lunas A&G Banca Privada , Dubai,12 , 16,19,675
Mini Quarters,2018-08-01,Lechuza Caracas , Bardon,13 , 9,19,676
Mini Quarters,2018-08-02,La Indiana , Dubai,10 , 11,19,677
Mini Quarters,2018-08-03,Dos Lunas A&G Banca Privada , Lechuza Caracas,11 , 15,19,678
Mini Quarters,2018-08-04,La Indiana , Bardon,11 , 8,19,679
Mini Quarters,2018-08-06,Bardon , Dos Lunas A&G Banca Privada,18 , 13,19,680
Mini Quarters,2018-08-09,Dubai , La Indiana,12 , 14,19,681
Mini Quarters,2018-08-09,Lechuza Caracas , Bardon,12 , 10,19,682
Mini Quarters,2018-08-11,La Indiana , Lechuza Caracas,6 , 10,19,683
Semifinals,2018-07-31,Dos Lunas A&G Banca Privada , Dubai,12 , 16,19,684
Semifinals,2018-08-01,Lechuza Caracas , Bardon,13 , 9,19,685
Semifinals,2018-08-02,La Indiana , Dubai,10 , 11,19,686
Semifinals,2018-08-03,Dos Lunas A&G Banca Privada , Lechuza Caracas,11 , 15,19,687
Semifinals,2018-08-04,La Indiana , Bardon,11 , 8,19,688
Semifinals,2018-08-06,Bardon , Dos Lunas A&G Banca Privada,18 , 13,19,689
Semifinals,2018-08-09,Dubai , La Indiana,12 , 14,19,690
Semifinals,2018-08-09,Lechuza Caracas , Bardon,12 , 10,19,691
Semifinals,2018-08-11,La Indiana , Lechuza Caracas,6 , 10,19,692
Final,2018-07-31,Dos Lunas A&G Banca Privada , Dubai,12 , 16,19,693
Final,2018-08-01,Lechuza Caracas , Bardon,13 , 9,19,694
Final,2018-08-02,La Indiana , Dubai,10 , 11,19,695
Final,2018-08-03,Dos Lunas A&G Banca Privada , Lechuza Caracas,11 , 15,19,696
Final,2018-08-04,La Indiana , Bardon,11 , 8,19,697
Final,2018-08-06,Bardon , Dos Lunas A&G Banca Privada,18 , 13,19,698
Final,2018-08-09,Dubai , La Indiana,12 , 14,19,699
Final,2018-08-09,Lechuza Caracas , Bardon,12 , 10,19,700
Final,2018-08-11,La Indiana , Lechuza Caracas,6 , 10,19,701
Qualy,2018-07-28,Marques Riscal , Cotton House,9 , 7,20,702
Qualy,2018-07-28,Ayala , Sainte Mesme,14 , 8,20,703
Qualy,2018-07-29,Royal Salute , Jolly Roger,12 , 11,20,704
Qualy,2018-07-31,Brunei , Royal Salute,15 , 9,20,705
Qualy,2018-07-31,Marques Riscal , Ayala,10 , 13,20,706
Qualy,2018-08-03,Brunei , Ayala,9 , 12,20,707
Final CBMedio,2018-07-28,Marques Riscal , Cotton House,9 , 7,20,708
Final CBMedio,2018-07-28,Ayala , Sainte Mesme,14 , 8,20,709
Final CBMedio,2018-07-29,Royal Salute , Jolly Roger,12 , 11,20,710
Final CBMedio,2018-07-31,Brunei , Royal Salute,15 , 9,20,711
Final CBMedio,2018-07-31,Marques Riscal , Ayala,10 , 13,20,712
Final CBMedio,2018-08-03,Brunei , Ayala,9 , 12,20,713
Qualy,2018-07-27,Dubai , Dos Lunas A&G Banca Privada,16 , 14,21,714
Qualy,2018-07-29,Dubai , Bardon,12 , 10,21,715
Final,2018-07-27,Dubai , Dos Lunas A&G Banca Privada,16 , 14,21,716
Final,2018-07-29,Dubai , Bardon,12 , 10,21,717
Qualifications,2018-07-20,Antelope , VT Wealth Management,6 , 10,22,718
Qualifications,2018-07-21,Sagax , La Concepcion Polo,5.5 , 10,22,719
Qualifications,2018-07-22,VT Wealth Management , Sagax,11 , 4.5,22,720
Qualifications,2018-07-22,Battistoni , Antelope,9 , 5,22,721
Qualifications,2018-07-24,Antelope , La Concepcion Polo,4 , 5,22,722
Qualifications,2018-07-24,Battistoni , VT Wealth Management,7 , 9,22,723
Qualifications,2018-07-26,Battistoni , La Concepcion Polo,4 , 5,22,724
Qualifications,2018-07-26,Antelope , Sagax,6 , 7.5,22,725
Qualifications,2018-07-28,Battistoni , Sagax,0,0,22,726
Qualifications,2018-07-28,VT Wealth Management , La Concepcion Polo,0,0,22,727
Qualifications,2018-07-29,La Concepcion Polo , VT Wealth Management,12 , 6,22,728
Final,2018-07-20,Antelope , VT Wealth Management,6 , 10,22,729
Final,2018-07-21,Sagax , La Concepcion Polo,5.5 , 10,22,730
Final,2018-07-22,VT Wealth Management , Sagax,11 , 4.5,22,731
Final,2018-07-22,Battistoni , Antelope,9 , 5,22,732
Final,2018-07-24,Antelope , La Concepcion Polo,4 , 5,22,733
Final,2018-07-24,Battistoni , VT Wealth Management,7 , 9,22,734
Final,2018-07-26,Battistoni , La Concepcion Polo,4 , 5,22,735
Final,2018-07-26,Antelope , Sagax,6 , 7.5,22,736
Final,2018-07-28,Battistoni , Sagax,0,0,22,737
Final,2018-07-28,VT Wealth Management , La Concepcion Polo,0,0,22,738
Final,2018-07-29,La Concepcion Polo , VT Wealth Management,12 , 6,22,739
Qualifications,2018-07-19,Antelope , Chateau D’Aulne,11 , 8,23,740
Qualifications,2018-07-20,Dark Ice , Las Plantas,12 , 11.5,23,741
Qualifications,2018-07-21,Marquard Media , Antelope,10 , 11,23,742
Qualifications,2018-07-22,Chateau D’Aulne , Dark Ice,11 , 7,23,743
Qualifications,2018-07-23,Antelope , Las Plantas,8 , 8.5,23,744
Qualifications,2018-07-24,Marquard Media , Chateau D’Aulne,11.5 , 6,23,745
